2019/06/16 22:52:51 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877073" "./SAMEA1877073" "-vv"]
2019/06/16 22:52:51 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 22:52:53 DEBUG : Keeping previous permissions for config file: -rw-r--r--
2019/06/16 22:52:53 DEBUG : onedrive-em: Saved new token in config file
2019/06/16 22:52:55 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877073: Modify window is 1s
2019/06/17 02:24:57 INFO  : snps.html: Copied (new)
2019/06/17 02:24:57 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:24:58 INFO  : snps.tab: Copied (new)
2019/06/17 02:24:58 INFO  : snps.txt: Copied (new)
2019/06/17 02:24:58 INFO  : snps.vcf: Copied (new)
2019/06/17 02:24:58 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:24:58 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:24:59 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:24:59 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:25:00 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:25:01 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:25:01 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:25:02 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:25:02 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794332: Waiting for checks to finish
2019/06/17 02:25:02 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794332: Waiting for transfers to finish
2019/06/17 02:25:03 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:25:03 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:25:03 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:25:03 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:25:04 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:25:04 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:25:05 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:25:07 INFO  : snps.bam: Copied (new)
2019/06/17 02:25:07 INFO  : 
Transferred:   486.961 MBytes (23.697 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       20.5s

2019/06/17 02:25:07 DEBUG : 21 go routines active
2019/06/17 02:25:07 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794332" "./SAMEA2794332" "-vv"]
2019/06/17 02:25:07 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794333" "./SAMEA2794333" "-vv"]
2019/06/17 02:25:07 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:25:09 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794333: Modify window is 1s
2019/06/17 02:25:09 INFO  : snps.bed: Copied (new)
2019/06/17 02:25:10 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:25:12 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:25:12 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:25:12 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:25:13 INFO  : snps.csv: Copied (new)
2019/06/17 02:25:13 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:25:13 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:25:14 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:25:14 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:25:14 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:25:15 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:25:15 INFO  : snps.gff: Copied (new)
2019/06/17 02:25:15 INFO  : snps.log: Copied (new)
2019/06/17 02:25:15 INFO  : snps.html: Copied (new)
2019/06/17 02:25:16 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:25:16 INFO  : snps.tab: Copied (new)
2019/06/17 02:25:17 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:25:17 INFO  : snps.txt: Copied (new)
2019/06/17 02:25:17 INFO  : snps.vcf: Copied (new)
2019/06/17 02:25:17 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:25:17 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:25:18 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:25:19 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:25:20 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:25:20 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:25:21 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:25:21 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794333: Waiting for checks to finish
2019/06/17 02:25:21 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794333: Waiting for transfers to finish
2019/06/17 02:25:21 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:25:22 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:25:22 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:25:22 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:25:23 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:25:24 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:25:24 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:25:26 INFO  : snps.bam: Copied (new)
2019/06/17 02:25:26 INFO  : 
Transferred:   400.589 MBytes (20.704 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       19.3s

2019/06/17 02:25:26 DEBUG : 21 go routines active
2019/06/17 02:25:26 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794333" "./SAMEA2794333" "-vv"]
2019/06/17 02:25:26 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794334" "./SAMEA2794334" "-vv"]
2019/06/17 02:25:26 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:25:28 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794334: Modify window is 1s
2019/06/17 02:25:30 INFO  : snps.bed: Copied (new)
2019/06/17 02:25:30 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:25:32 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:25:33 INFO  : snps.csv: Copied (new)
2019/06/17 02:25:33 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:25:33 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:25:34 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:25:34 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:25:34 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:25:35 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:25:36 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:25:36 INFO  : snps.gff: Copied (new)
2019/06/17 02:25:36 INFO  : snps.log: Copied (new)
2019/06/17 02:25:36 INFO  : snps.html: Copied (new)
2019/06/17 02:25:37 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:25:37 INFO  : snps.tab: Copied (new)
2019/06/17 02:25:38 INFO  : snps.txt: Copied (new)
2019/06/17 02:25:38 INFO  : snps.vcf: Copied (new)
2019/06/17 02:25:38 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:25:39 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:25:39 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:25:40 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:25:40 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:25:40 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:25:41 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:25:41 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:25:42 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:25:42 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794334: Waiting for checks to finish
2019/06/17 02:25:42 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794334: Waiting for transfers to finish
2019/06/17 02:25:42 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:25:42 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:25:43 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:25:43 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:25:45 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:25:45 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:25:45 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:25:50 INFO  : snps.bam: Copied (new)
2019/06/17 02:25:50 INFO  : 
Transferred:   452.695 MBytes (19.092 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       23.7s

2019/06/17 02:25:50 DEBUG : 20 go routines active
2019/06/17 02:25:50 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794334" "./SAMEA2794334" "-vv"]
2019/06/17 02:25:50 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794335" "./SAMEA2794335" "-vv"]
2019/06/17 02:25:50 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:25:52 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794335: Modify window is 1s
2019/06/17 02:25:53 INFO  : snps.bed: Copied (new)
2019/06/17 02:25:53 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:25:56 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:25:56 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:25:56 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:25:57 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:25:57 INFO  : snps.csv: Copied (new)
2019/06/17 02:25:57 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:25:58 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:25:58 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:25:59 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:25:59 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:25:59 INFO  : snps.gff: Copied (new)
2019/06/17 02:26:00 INFO  : snps.html: Copied (new)
2019/06/17 02:26:00 INFO  : snps.log: Copied (new)
2019/06/17 02:26:00 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:26:00 INFO  : snps.txt: Copied (new)
2019/06/17 02:26:00 INFO  : snps.tab: Copied (new)
2019/06/17 02:26:01 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:26:01 INFO  : snps.vcf: Copied (new)
2019/06/17 02:26:01 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:26:02 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:26:02 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:26:02 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:26:03 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:26:04 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:26:04 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:26:04 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794335: Waiting for checks to finish
2019/06/17 02:26:04 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794335: Waiting for transfers to finish
2019/06/17 02:26:05 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:26:05 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:26:05 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:26:05 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:26:06 INFO  : snps.bam: Copied (new)
2019/06/17 02:26:07 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:26:07 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:26:09 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:26:09 INFO  : 
Transferred:   394.600 MBytes (20.490 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       19.2s

2019/06/17 02:26:09 DEBUG : 21 go routines active
2019/06/17 02:26:09 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794335" "./SAMEA2794335" "-vv"]
2019/06/17 02:26:09 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794336" "./SAMEA2794336" "-vv"]
2019/06/17 02:26:09 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:26:12 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794336: Modify window is 1s
2019/06/17 02:26:13 INFO  : snps.bed: Copied (new)
2019/06/17 02:26:13 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:26:14 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:26:15 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:26:15 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:26:16 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:26:16 INFO  : snps.csv: Copied (new)
2019/06/17 02:26:17 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:26:17 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:26:17 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:26:17 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:26:18 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:26:18 INFO  : snps.gff: Copied (new)
2019/06/17 02:26:18 INFO  : snps.html: Copied (new)
2019/06/17 02:26:19 INFO  : snps.log: Copied (new)
2019/06/17 02:26:19 INFO  : snps.txt: Copied (new)
2019/06/17 02:26:19 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:26:20 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:26:20 INFO  : snps.tab: Copied (new)
2019/06/17 02:26:20 INFO  : snps.vcf: Copied (new)
2019/06/17 02:26:21 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:26:21 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:26:21 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:26:22 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:26:23 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:26:23 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:26:23 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:26:23 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794336: Waiting for checks to finish
2019/06/17 02:26:23 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794336: Waiting for transfers to finish
2019/06/17 02:26:24 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:26:24 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:26:25 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:26:25 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:26:25 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:26:26 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:26:27 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:26:31 INFO  : snps.bam: Copied (new)
2019/06/17 02:26:31 INFO  : 
Transferred:   432.157 MBytes (19.719 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       21.9s

2019/06/17 02:26:31 DEBUG : 20 go routines active
2019/06/17 02:26:31 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794336" "./SAMEA2794336" "-vv"]
2019/06/17 02:26:31 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794337" "./SAMEA2794337" "-vv"]
2019/06/17 02:26:31 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:26:35 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794337: Modify window is 1s
2019/06/17 02:26:36 INFO  : snps.bed: Copied (new)
2019/06/17 02:26:36 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:26:38 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:26:38 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:26:39 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:26:39 INFO  : snps.csv: Copied (new)
2019/06/17 02:26:39 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:26:40 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:26:41 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:26:41 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:26:42 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:26:42 INFO  : snps.gff: Copied (new)
2019/06/17 02:26:42 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:26:42 INFO  : snps.log: Copied (new)
2019/06/17 02:26:42 INFO  : snps.html: Copied (new)
2019/06/17 02:26:43 INFO  : snps.txt: Copied (new)
2019/06/17 02:26:43 INFO  : snps.tab: Copied (new)
2019/06/17 02:26:43 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:26:44 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:26:44 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:26:44 INFO  : snps.vcf: Copied (new)
2019/06/17 02:26:45 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:26:45 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:26:45 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:26:46 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:26:47 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:26:48 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:26:48 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794337: Waiting for checks to finish
2019/06/17 02:26:48 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794337: Waiting for transfers to finish
2019/06/17 02:26:48 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:26:48 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:26:48 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:26:49 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:26:50 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:26:51 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:26:51 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:26:55 INFO  : snps.bam: Copied (new)
2019/06/17 02:26:55 INFO  : 
Transferred:   428.699 MBytes (18.395 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       23.3s

2019/06/17 02:26:55 DEBUG : 21 go routines active
2019/06/17 02:26:55 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794337" "./SAMEA2794337" "-vv"]
2019/06/17 02:26:55 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794338" "./SAMEA2794338" "-vv"]
2019/06/17 02:26:55 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:26:57 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794338: Modify window is 1s
2019/06/17 02:26:58 INFO  : snps.bed: Copied (new)
2019/06/17 02:26:58 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:27:00 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:27:00 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:27:00 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:27:01 INFO  : snps.csv: Copied (new)
2019/06/17 02:27:01 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:27:01 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:27:02 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:27:02 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:27:02 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:27:03 INFO  : snps.gff: Copied (new)
2019/06/17 02:27:03 INFO  : snps.html: Copied (new)
2019/06/17 02:27:04 INFO  : snps.log: Copied (new)
2019/06/17 02:27:04 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:27:05 INFO  : snps.tab: Copied (new)
2019/06/17 02:27:05 INFO  : snps.txt: Copied (new)
2019/06/17 02:27:06 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:27:06 INFO  : snps.vcf: Copied (new)
2019/06/17 02:27:06 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:27:06 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:27:07 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:27:08 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:27:09 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:27:09 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:27:09 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:27:10 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:27:10 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794338: Waiting for checks to finish
2019/06/17 02:27:10 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794338: Waiting for transfers to finish
2019/06/17 02:27:10 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:27:10 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:27:11 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:27:12 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:27:12 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:27:13 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:27:13 INFO  : snps.bam: Copied (new)
2019/06/17 02:27:14 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:27:14 INFO  : 
Transferred:   388.066 MBytes (20.047 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       19.3s

2019/06/17 02:27:14 DEBUG : 22 go routines active
2019/06/17 02:27:14 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794338" "./SAMEA2794338" "-vv"]
2019/06/17 02:27:14 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794339" "./SAMEA2794339" "-vv"]
